title,address,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,categories/6,categories/7,categories/8,categories/9,categoryName,cid,city,claimThisBusiness,countryCode,imageUrl,imagesCount,isAdvertisement,location/lat,location/lng,neighborhood,openingHours/0/day,openingHours/0/hours,openingHours/1/day,openingHours/1/hours,openingHours/2/day,openingHours/2/hours,openingHours/3/day,openingHours/3/hours,openingHours/4/day,openingHours/4/hours,openingHours/5/day,openingHours/5/hours,openingHours/6/day,openingHours/6/hours,permanentlyClosed,phone,phoneUnformatted,postalCode,rank,reviewsCount,reviewsDistribution/fiveStar,reviewsDistribution/fourStar,reviewsDistribution/oneStar,reviewsDistribution/threeStar,reviewsDistribution/twoStar,state,street,subTitle,totalScore,url,website
Shree Padmavati Xerox Centre,"30, Ashmi Shopping Centre,Opposite Memnagar Fire Station,120 Feet Ring Road, Navrangpura, Ahmedabad, Gujarat 380009, India",Copy shop,,,,,,,,,,Copy shop,1.31E+19,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/p/AF1QipNx5OJEJPc3cP44S-1vvU1hGc3GVC5pp_A6lxCH=w426-h240-k-no,4,FALSE,23.0444837,72.5508413,"Sarvottam Nagar Society, Navrangpura",Monday,10 AM to 9 PM,Tuesday,10 AM to 9 PM,Wednesday,10 AM to 9 PM,Thursday,10 AM to 9 PM,Friday,10 AM to 9 PM,Saturday,10 AM to 9 PM,Sunday,Closed,FALSE,+91 79 4004 1024,9.18E+11,380009,1,18,,,,,,Gujarat,"30, Ashmi Shopping Centre,Opposite Memnagar Fire Station,120 Feet Ring Road",શ્રી પદ્માવતી ઝેરોક્ષ સેન્ટર,4.3,https://www.google.com/maps/search/?api=1&query=Shree%20Padmavati%20Xerox%20Centre&query_place_id=ChIJFVVVFfWEXjkR9bt7dmxmTbU,
Jalaram Xerox,"5, Theosophical Society, Vijay Cross Rd, Sarvottam Nagar Society, Navrangpura, Ahmedabad, Gujarat 380009, India",Copy shop,,,,,,,,,,Copy shop,6.44E+18,Ahmedabad,TRUE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noNPW_p0qmyBSjBoqzlSL-NiL7qdtKQjyAqGjajo_zVASd-2U-WZULc9MkstB-QZNTdP9KITgHpWXvlkEy7c7vKcHyTZCAHvJDccx72lT-FXW2ZTP1AvfTIx1fGkkM-Goq1vVRZ=w426-h240-k-no,3,FALSE,23.0413026,72.5490412,"Sarvottam Nagar Society, Navrangpura",Monday,9 AM to 7 PM,Tuesday,9 AM to 7 PM,Wednesday,9 AM to 7 PM,Thursday,9 AM to 7 PM,Friday,9 AM to 7 PM,Saturday,9 AM to 7 PM,Sunday,9 AM to 12 PM,FALSE,+91 98792 52177,9.20E+11,380009,3,8,,,,,,Gujarat,"5, Theosophical Society, Vijay Cross Rd",,4.5,https://www.google.com/maps/search/?api=1&query=Jalaram%20Xerox&query_place_id=ChIJG9IDH0KFXjkREW60kdNBbFk,
Xerox Centre,"2GQX+688, University Area, Ahmedabad, Gujarat 380009, India",Copy shop,Printing equipment supplier,,,,,,,,,Copy shop,1.57E+19,Ahmedabad,TRUE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np_8CBDMVxAhKYEuIJPR7UpZQIYdblhKQua0DxIvxqVvnslRmdFM3FK_cFY75ZuXeaHHVsQB9R66UWchqWPOGG7RSpnmSpY_ciIDiZsiV5spVpe7Q9YQVGujuvzBTFCn5gBN4Cp=w408-h306-k-no,5,FALSE,23.0380418,72.548319,University Area,Monday,10 AM to 6 PM,Tuesday,10 AM to 6 PM,Wednesday,10 AM to 6 PM,Thursday,10 AM to 6 PM,Friday,10 AM to 6 PM,Saturday,10 AM to 6 PM,Sunday,Closed,FALSE,,,380009,9,33,,,,,,Gujarat,2GQX+688,ઝેરોક્સ સેન્ટર,3.8,https://www.google.com/maps/search/?api=1&query=Xerox%20Centre&query_place_id=ChIJlycTwZSEXjkREoRyACzjdNo,https://www.xerox.com/
Shri Umiya Xerox,"Dhara Complex, Drive In Rd, Sarvottam Nagar Society, Navrangpura, Ahmedabad, Gujarat 380009, India",Copy shop,Print shop,,,,,,,,,Copy shop,6.64E+18,Ahmedabad,TRUE,IN,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mooy5ETWM4RlhUCslHHT4w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=36.296722&pitch=0&thumbfov=100,1,FALSE,23.0421843,72.5506206,"Sarvottam Nagar Society, Navrangpura",Monday,9 AM to 7 PM,Tuesday,9 AM to 10 PM,Wednesday,9 AM to 10 PM,Thursday,9 AM to 10 PM,Friday,9 AM to 10 PM,Saturday,9 AM to 10 PM,Sunday,9 AM to 10 PM,FALSE,+91 99749 84570,9.20E+11,380009,10,1,,,,,,Gujarat,"Dhara Complex, Drive In Rd",શ્રી ઉમિયા ઝેરોક્સ,5,https://www.google.com/maps/search/?api=1&query=Shri%20Umiya%20Xerox&query_place_id=ChIJge7DnpaEXjkR_MVmxVVzMVw,
Siddhi Xerox,"11, University Plaza, Vijay Char Rasta, 120 Feet Ring Road, Vijay Cross Rd, Sarvottam Nagar Society, Navrangpura, Ahmedabad, Gujarat 380009, India",Copy shop,Print shop,,,,,,,,,Copy shop,1.60E+19,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nojVBN_-9ezNJT14wFv--96Lo0uLQX3CeR3-gRU3JnQUm762BVTOBUlznS-9vP2ELFyxX1ZiJKcje5guL2ZqTlnCO_rt7LWPTqkkXECmBIDdcUug_4f3omu_nbpuixPc6LbmCoY=w408-h544-k-no,3,FALSE,23.0407743,72.5482895,"Vijay Cross Rd, Sarvottam Nagar Society, Navrangpura",,,,,,,,,,,,,,,FALSE,,,380009,15,2,,,,,,Gujarat,"11, University Plaza, Vijay Char Rasta, 120 Feet Ring Road",સિધ્ધિ ઝેરોક્ષ,4.5,https://www.google.com/maps/search/?api=1&query=Siddhi%20Xerox&query_place_id=ChIJocHdQ5SEXjkR-FTr2B1hRd4,
Navkar Copiers,"1, Devnandan Complex, Ashram Rd, opposite Sanyas, near M. J. Library, Ellisbridge, Ahmedabad, Gujarat 380006, India",Print shop,Copier repair service,Copy shop,,,,,,,,Print shop,1.66E+19,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqVtp86RL4Y4c3wr93RPRVvoqPf5smdbnsqXZQ2mQF7fFlWnMHff9YkhbXg-c8go_f5jzdnD9mrAy9ziJYizLa5V62fMAuVCxIkWKOg54f7VFF8MYAIIK3w5uHI2scOoQZoDiJ9=w408-h544-k-no,11,FALSE,23.024313,72.571063,Ellisbridge,Monday,10 AM to 8:30 PM,Tuesday,10 AM to 8:30 PM,Wednesday,10 AM to 8:30 PM,Thursday,10 AM to 8:30 PM,Friday,10 AM to 8:30 PM,Saturday,10 AM to 8:30 PM,Sunday,Closed,FALSE,+91 97262 75475,9.20E+11,380006,46,19,11,3,3,2,0,Gujarat,"1, Devnandan Complex, Ashram Rd, opposite Sanyas, near M. J. Library",નવકાર કોપિયર્સ,4,https://www.google.com/maps/search/?api=1&query=Navkar%20Copiers&query_place_id=ChIJq_Nf91aEXjkRLO-qXBlZVuY,
Khushboo Copiers,"Ankur Chambers, Opp. Hasubhai Chambers, Behind Town Hall, Surendra Mangaldas Rd, Ellisbridge, Ahmedabad, Gujarat 380006, India",Digital printer,,,,,,,,,,Digital printer,8.15E+18,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqv3o0Md9wFsB31zDCXlLXpktV58h0Usbfmkz3pLwMrOt24MBBDO597QigfprwP41K9A46xR5n4eJxfH6GSZLs_p3kn3WK9dG8JLUMTeA3cfn2QDG3G_r0kkQdN3BzpqUW5mbyt=w408-h724-k-no,13,FALSE,23.0223483,72.5702074,Ellisbridge,Monday,10 AM to 8:30 PM,Tuesday,10 AM to 8:30 PM,Wednesday,10 AM to 8:30 PM,Thursday,10 AM to 8:30 PM,Friday,10 AM to 8:30 PM,Saturday,10 AM to 8:30 PM,Sunday,Closed,FALSE,+91 92282 07149,9.19E+11,380006,48,33,20,7,3,2,1,Gujarat,"Ankur Chambers, Opp. Hasubhai Chambers, Behind Town Hall, Surendra Mangaldas Rd",ખુશ્બૂ કોપિયર્સ,4.2,https://www.google.com/maps/search/?api=1&query=Khushboo%20Copiers&query_place_id=ChIJYzB2eVaEXjkREUhA_iTPE3E,
Honest Xerox,"Relief Arcade, Relief Rd, Patthar Kuva, Gheekanta, Bhadra, Ahmedabad, Gujarat 380001, India",Print shop,,,,,,,,,,Print shop,4.88E+17,Ahmedabad,TRUE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npRg-nBYi6cxfr1qpW1xCiY6enLZnhIEFimvd0GwUwzr5s0hi__TvTQt8pxVCd1PwX1G1KuUpVixrQg0ySmzWLOZp7MBh2ZbxnVp6EWctiRPtto2Gycph0JWDY1j0fioMdUoOKPqQ=w408-h903-k-no,4,FALSE,23.0269224,72.58325,"Patthar Kuva, Gheekanta, Bhadra",,,,,,,,,,,,,,,FALSE,+91 76001 09894,9.18E+11,380001,49,1,1,0,0,0,0,Gujarat,"Relief Arcade, Relief Rd",,5,https://www.google.com/maps/search/?api=1&query=Honest%20Xerox&query_place_id=ChIJ7e_3gh-FXjkRWp8RH_L2xQY,
Raj Xerox,"1, Saroadar Patel Chambers, 1, near Natraj Hotel, opposite Treasury Office, Old City, Lal Darwaja, Ahmedabad, Gujarat 380001, India",Print shop,,,,,,,,,,Print shop,1.26E+19,Ahmedabad,TRUE,IN,,,FALSE,23.026218,72.57702,"Old City, Lal Darwaja",Monday,10 AM to 9 PM,Tuesday,10 AM to 9 PM,Wednesday,10 AM to 9 PM,Thursday,10 AM to 9 PM,Friday,10 AM to 9 PM,Saturday,10 AM to 9 PM,Sunday,10 AM to 9 PM,FALSE,+91 73830 43404,9.17E+11,380001,50,0,,,,,,Gujarat,"1, Saroadar Patel Chambers, 1, near Natraj Hotel, opposite Treasury Office",,,https://www.google.com/maps/search/?api=1&query=Raj%20Xerox&query_place_id=ChIJn6TWVlCEXjkRzrbyjI7Xc64,
Bhagvati Colour Xerox,"2HP6+8XV, Navrangpura Rd, Opposite Narnarayan Complex, Shrimali Society, Navrangpura, Ahmedabad, Gujarat 380009, India",Copy shop,,,,,,,,,,Copy shop,1.40E+19,Ahmedabad,TRUE,IN,https://lh3.googleusercontent.com/gps-proxy/ALd4DhE1mr4oy5PLMJ9WUK2Ilv6gveYovpxOhE68b6Q9ZZgvUBnCVJT_yzQD9wU9bW-gScANc9TkirD-vuvm2Ke4JlE7SYn3m1-_IWq3qx9-NaXENYEe_RC8YLaNck6_QzZCq1U8wyDcZQPOSTDDKDYnP69J9ps3gdZrZAwk7CbYX9FYkXmgFv5b1xlQAiOBolWlu_RAdg=w408-h544-k-no,3,FALSE,23.0358618,72.5624187,"Shrimali Society, Navrangpura",,,,,,,,,,,,,,,FALSE,+91 93777 73387,9.19E+11,380009,51,1,1,0,0,0,0,Gujarat,"2HP6+8XV, Navrangpura Rd, Opposite Narnarayan Complex",ભગવતી કલર ઝેરોક્સ,5,https://www.google.com/maps/search/?api=1&query=Bhagvati%20Colour%20Xerox&query_place_id=ChIJ37aOhvSEXjkRViy4xhs4asI,
Metro Xerox - 49 1st Floor,"2HJH+562, Old City, Khanpur, Ahmedabad, Gujarat 380001, India",Print shop,,,,,,,,,,Print shop,1.70E+19,Ahmedabad,TRUE,IN,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KmDJLLaSHsucuMCyBobiqQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=237.58374&pitch=0&thumbfov=100,1,FALSE,23.0303941,72.5780117,"Old City, Khanpur",,,,,,,,,,,,,,,FALSE,,,380001,53,0,,,,,,Gujarat,2HJH+562,,,https://www.google.com/maps/search/?api=1&query=Metro%20Xerox%20-%2049%201st%20Floor&query_place_id=ChIJZbmgcACFXjkRwxZ8HWCc7-s,
CYBERA PRINT ART,"G-3, Samudra Annexe, Near Girish Cold Drinks Cross Roads, Chimanlal Girdharlal Rd, Vasant Vihar, Navrangpura, Ahmedabad, Gujarat 380009, India",Digital printing service,,,,,,,,,,Digital printing service,8.87E+18,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/p/AF1QipMSWUH-iPO_YXujnwhmtIxMCDgNlCapmc8dCRbM=w408-h288-k-no,22,FALSE,23.0331808,72.5588728,"Vasant Vihar, Navrangpura",Monday,10 AM to 7:30 PM,Tuesday,10 AM to 7:30 PM,Wednesday,10 AM to 7:30 PM,Thursday,10 AM to 7:30 PM,Friday,10 AM to 7:30 PM,Saturday,10 AM to 7:30 PM,Sunday,Closed,FALSE,+91 98983 09897,9.20E+11,380009,54,177,139,19,7,9,3,Gujarat,"G-3, Samudra Annexe, Near Girish Cold Drinks Cross Roads, Chimanlal Girdharlal Rd",સાયબર પ્રિન્ટ આર્ટ,4.6,https://www.google.com/maps/search/?api=1&query=CYBERA%20PRINT%20ART&query_place_id=ChIJrQPTMvKEXjkR1Xsyqg0OFHs,
New best Xerox,"Sahyog complex, Sheth Kasturbhai Mayabhai Marg, Old City, Khanpur, Ahmedabad, Gujarat 380001, India",Copy shop,,,,,,,,,,Copy shop,6.88E+18,Ahmedabad,TRUE,IN,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=EKUHSDmBR5Z1rW79uxMq8g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=238.28651&pitch=0&thumbfov=100,1,FALSE,23.0280278,72.5810205,"Old City, Khanpur",,,,,,,,,,,,,,,FALSE,,,380001,55,0,,,,,,Gujarat,"Sahyog complex, Sheth Kasturbhai Mayabhai Marg",,,https://www.google.com/maps/search/?api=1&query=New%20best%20Xerox&query_place_id=ChIJc56UQgCFXjkRYmM63fChhV8,
Thesis binding (radhe xerox),"gate no.8, shop no.12, sachet 2, Netaji Rd, opp. GLS college, Ahmedabad, Gujarat 380009, India",Print shop,,,,,,,,,,Print shop,1.56E+19,Ahmedabad,TRUE,IN,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=EjCEFiU5DjevMhfMizyCqw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=16.235672&pitch=0&thumbfov=100,1,FALSE,23.0266643,72.5582004,Ellisbridge,Monday,9 AM to 7 PM,Tuesday,9 AM to 7 PM,Wednesday,9 AM to 7 PM,Thursday,9 AM to 7 PM,Friday,9 AM to 7 PM,Saturday,9 AM to 7 PM,Sunday,Closed,FALSE,+91 77788 44446,9.18E+11,380009,56,0,,,,,,Gujarat,"gate no.8, shop no.12, sachet 2, Netaji Rd, opp. GLS college",,,https://www.google.com/maps/search/?api=1&query=Thesis%20binding%20(radhe%20xerox)&query_place_id=ChIJsxyR4pSFXjkRe9KCGZu23tg,
Deepak Copiers And Printers,"Main Gate, opp. Gujarat College, Ellisbridge, Ahmedabad, Gujarat 380006, India",Digital printing service,,,,,,,,,,Digital printing service,7.75E+18,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/p/AF1QipOIoSr8iT0fzzlnk4MuFS87RXdY8usCwRPgFbv-=w408-h905-k-no,15,FALSE,23.0220591,72.5677147,Ellisbridge,Monday,10 AM to 8:30 PM,Tuesday,10 AM to 8:30 PM,Wednesday,10 AM to 8:30 PM,Thursday,10 AM to 8:30 PM,Friday,10 AM to 8:30 PM,Saturday,10 AM to 8:30 PM,Sunday,Closed,FALSE,+91 97232 27227,9.20E+11,380006,61,0,,,,,,Gujarat,"Main Gate, opp. Gujarat College",,,https://www.google.com/maps/search/?api=1&query=Deepak%20Copiers%20And%20Printers&query_place_id=ChIJ04JY55yFXjkRf8m8vYRJfWs,
Kunal Print Pallet,"A1, Navrang Super Market, Bus Stand, Navrangpura Rd, opposite Navrangpura, Navarangpura Gam, Navrangpura, Ahmedabad, Gujarat 380009, India",Print shop,,,,,,,,,,Print shop,1.29E+19,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/p/AF1QipOVq8hvj3EmXpqzXJYdY0orLMmORC480YbFjnt1=w408-h274-k-no,4,FALSE,23.0356234,72.5647301,"Navarangpura Gam, Navrangpura",Monday,7 AM to 7 PM,Tuesday,7 AM to 7 PM,Wednesday,7 AM to 7 PM,Thursday,7 AM to 7 PM,Friday,7 AM to 7 PM,Saturday,7 AM to 7 PM,Sunday,7 AM to 12 PM,FALSE,+91 93270 81009,9.19E+11,380009,62,6,2,0,2,0,2,Gujarat,"A1, Navrang Super Market, Bus Stand, Navrangpura Rd, opposite Navrangpura",કુણાલ પ્રિન્ટ પલ્લેટ,2.7,https://www.google.com/maps/search/?api=1&query=Kunal%20Print%20Pallet&query_place_id=ChIJ____P_WEXjkRkzDPNTa9hbM,
Navkar prints,"Ground Floor, Swastik super Market, Ashram Rd, near Sales India, Mill Officer's Colony, Shreyas Colony, Navrangpura, Ahmedabad, Gujarat 380009, India",Digital printing service,Commercial printer,Print shop,,,,,,,,Digital printing service,1.28E+18,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no8DcrNfGXqTlmTr4zCz9p8gGLgp6d88W9ydSHde779VAeXW5wYUJKqEIW3t0wwZwqswnamw8DtE2SiMYCCGzidaHOcr8CBELaJjFA55o3rXdgBbVVqG8fmhEUvIDNYPvx35b8j=w408-h306-k-no,2,FALSE,23.0368072,72.5691641,"Mill Officer's Colony, Shreyas Colony, Navrangpura",Monday,10 AM to 8:30 PM,Tuesday,10 AM to 8:30 PM,Wednesday,10 AM to 8:30 PM,Thursday,10 AM to 8:30 PM,Friday,10 AM to 8:30 PM,Saturday,10 AM to 8:30 PM,Sunday,10:30 AM to 1:30 PM,FALSE,+91 91577 49267,9.19E+11,380009,63,6,5,1,0,0,0,Gujarat,"Ground Floor, Swastik super Market, Ashram Rd, near Sales India",નવકાર પ્રિન્ટસ,4.8,https://www.google.com/maps/search/?api=1&query=Navkar%20prints&query_place_id=ChIJsZDumF-EXjkRU7THLjilzxE,
Ideal Duplicating Bureau,"72, Sarvoday Commercial Centre, Near G.P.O, Salapose Rd, Gheekanta, Bhadra, Ahmedabad, Gujarat 380001, India",Print shop,Commercial printer,Typing service,,,,,,,,Print shop,1.29E+18,Ahmedabad,TRUE,IN,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xUmIRQ2GtUGb8FF1rYfs3Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=181.63258&pitch=0&thumbfov=100,2,FALSE,23.0274741,72.5835242,"Old City, Gheekanta, Bhadra",Monday,9 AM to 8:30 PM,Tuesday,9 AM to 8:30 PM,Wednesday,9 AM to 8:30 PM,Thursday,9 AM to 8:30 PM,Friday,9 AM to 8:30 PM,Saturday,9 AM to 8:30 PM,Sunday,Closed,FALSE,+91 74870 52820,9.17E+11,380001,64,3,1,0,2,0,0,Gujarat,"72, Sarvoday Commercial Centre, Near G.P.O, Salapose Rd",આદર્શ નકલ બ્યુરો,2.3,https://www.google.com/maps/search/?api=1&query=Ideal%20Duplicating%20Bureau&query_place_id=ChIJVVVVpVGEXjkRIcZjpENu9xE,
SAMEER STATIONERY & XEROX,"Samir parlour, opp. rangeela police chowky, near torrent power, Old City, Shahpur, Ahmedabad, Gujarat 380001, India",Print shop,Copy shop,Stationery store,,,,,,,,Print shop,1.23E+19,Ahmedabad,FALSE,IN,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=I5XQS_0ncWls08CMVRVxIA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=82.44487&pitch=0&thumbfov=100,5,FALSE,23.0352737,72.5820377,"Old City, Shahpur",Monday,"10:30 AM to 3 PM, 5 to 10 PM",Tuesday,"10:30 AM to 3 PM, 5 to 10 PM",Wednesday,"10:30 AM to 3 PM, 5 to 10 PM",Thursday,"10:30 AM to 3 PM, 5 to 10 PM",Friday,"10:30 AM to 3 PM, 5 to 10 PM",Saturday,Closed,Sunday,"12 to 3 PM, 5 to 10 PM",FALSE,+91 96240 22818,9.20E+11,380001,65,0,,,,,,Gujarat,"Samir parlour, opp. rangeela police chowky, near torrent power",,,https://www.google.com/maps/search/?api=1&query=SAMEER%20STATIONERY%20%26%20XEROX&query_place_id=ChIJRyNHc2OFXjkR5-_XAZr4fKo,https://www.instagram.com/fuzail_printing_xerox/
Gayatri Service Centre Copy Centre,"B-7-8, Central Complex, Vijay Char Rasta, Drive In Rd, Vijay Cross Rd, Sarvottam Nagar Society, Navrangpura, Ahmedabad, Gujarat 380009, India",Print shop,,,,,,,,,,Print shop,9.30E+18,Ahmedabad,TRUE,IN,https://lh3.googleusercontent.com/gps-proxy/ALd4DhGV8iR9fjW-6W16qgd1yTwYvaYV5TM-hRs4jcjHaxff7MQYMWAv_kymEWJZo34s_FCsqsLf3eoPeeqa3OEg7bR1Dvh4mpabP0v8T3mx6iCvgMRCN7EkoEhUXLaG2jNyQ91EPsZgxHTBK-Rbabf-JmdDbieyYvv82dX-Xc1EYpekt6f5cbEG-roisTI5KroAp3kV0A=w408-h306-k-no,2,FALSE,23.0425681,72.5497419,"Vijay Cross Rd, Sarvottam Nagar Society, Navrangpura",Monday,10 AM to 10 PM,Tuesday,10 AM to 10 PM,Wednesday,10 AM to 10 PM,Thursday,10 AM to 10 PM,Friday,10 AM to 10 PM,Saturday,10 AM to 10 PM,Sunday,10 AM to 10 PM,FALSE,+91 79 2642 2561,9.18E+11,380009,42,3,2,0,0,0,1,Gujarat,"B-7-8, Central Complex, Vijay Char Rasta, Drive In Rd",ગાયત્રી સેવા કેન્દ્ર કૉપિ કેન્દ્ર,4,https://www.google.com/maps/search/?api=1&query=Gayatri%20Service%20Centre%20Copy%20Centre&query_place_id=ChIJ40l3AZSEXjkRTfUtkGVVHYE,
Sneha Copier,"Darpan Six Rd, Sarvottam Nagar Society, Navrangpura, Ahmedabad, Gujarat 380014, India",Copy shop,,,,,,,,,,Copy shop,1.69E+19,Ahmedabad,FALSE,IN,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cvGw8xexGDlMkxiBUSpriw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=170.97055&pitch=0&thumbfov=100,1,FALSE,23.046684,72.554471,"Sarvottam Nagar Society, Navrangpura",Monday,10 AM to 9 PM,Tuesday,10 AM to 9 PM,Wednesday,10 AM to 9 PM,Thursday,10 AM to 9 PM,Friday,10 AM to 9 PM,Saturday,10 AM to 9 PM,Sunday,11 AM to 5 PM,FALSE,+91 81404 48399,9.18E+11,380014,44,12,9,2,0,1,0,Gujarat,Darpan Six Rd,સ્નેહ કોપિયર,4.7,https://www.google.com/maps/search/?api=1&query=Sneha%20Copier&query_place_id=ChIJFbbQSZCEXjkRdqmuGaCCDus,
Wrap N Print | Printing Shop | Xerox | Visiting Card | Brochure | Pamplets | Banner,"Shop No 9, JK Business Hub, Vijay Cross Rd, University Area, Ahmedabad, Gujarat 380009, India",Print shop,,,,,,,,,,Print shop,1.54E+18,Ahmedabad,FALSE,IN,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=eUPjU8tRQYT3k8YWpUrpxw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=266.79193&pitch=0&thumbfov=100,1,FALSE,23.0407651,72.5484715,University Area,Monday,9 AM to 10 PM,Tuesday,9 AM to 10 PM,Wednesday,9 AM to 10 PM,Thursday,9 AM to 10 PM,Friday,9 AM to 10 PM,Saturday,9 AM to 10 PM,Sunday,9 AM to 10 PM,FALSE,,,380009,45,7,7,0,0,0,0,Gujarat,"Shop No 9, JK Business Hub, Vijay Cross Rd",,5,https://www.google.com/maps/search/?api=1&query=Wrap%20N%20Print%20%7C%20Printing%20Shop%20%7C%20Xerox%20%7C%20Visiting%20Card%20%7C%20Brochure%20%7C%20Pamplets%20%7C%20Banner&query_place_id=ChIJX5EREH-FXjkRjCAYi-9VbxU,
Dwarkesh Stationers - Art Xerox - Manish Electricals,"BLOCK-A, Drive In Rd, N.K.Group Society, Sarvottam Nagar Society, Navrangpura, Ahmedabad, Gujarat 380009, India",Print shop,Electrical supply store,Lamination service,Stationery store,,,,,,,Print shop,1.26E+19,Ahmedabad,TRUE,IN,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=74d9Efg3nQLoKLT6r6Jfzg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=31.935808&pitch=0&thumbfov=100,1,FALSE,23.0414405,72.5524462,"N.K.Group Society, Sarvottam Nagar Society, Navrangpura",Monday,10 AM to 8 PM,Tuesday,10 AM to 8 PM,Wednesday,10 AM to 8 PM,Thursday,10 AM to 8 PM,Friday,10 AM to 8 PM,Saturday,10 AM to 8 PM,Sunday,Closed,FALSE,+91 93282 82744,9.19E+11,380009,47,3,2,0,0,1,0,Gujarat,"BLOCK-A, Drive In Rd",દ્વારકેશ સ્ટેશનર્સ - આર્ટ ઝેરોક્સ - મનીષ ઇલેક્ટ્રીકલ્સ,4.3,https://www.google.com/maps/search/?api=1&query=Dwarkesh%20Stationers%20-%20Art%20Xerox%20-%20Manish%20Electricals&query_place_id=ChIJSRUst5OEXjkRowvAYprgNq4,
Shubham Laser Printing & Binding,"1st Floor, Shanta Sagar Complex, 2, near Hatkesh Society Road, Sarvottam Nagar Society, Navrangpura, Ahmedabad, Gujarat 380009, India",Print shop,Bookbinder,Digital printing service,Lamination service,Offset printing service,Pen store,Stationery manufacturer,Stationery wholesaler,,,Print shop,4.36E+18,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/p/AF1QipN8BNGNJZe7_0JJn4nBycfhAfcnDbfb88ZrRqHJ=w408-h306-k-no,40,FALSE,23.046556,72.5543803,"Sarvottam Nagar Society, Navrangpura",Monday,10 AM to 10 PM,Tuesday,10 AM to 10 PM,Wednesday,10 AM to 10 PM,Thursday,10 AM to 10 PM,Friday,10 AM to 10 PM,Saturday,10 AM to 10 PM,Sunday,12 to 7 PM,FALSE,+91 98240 14868,9.20E+11,380009,48,60,42,8,7,2,1,Gujarat,"1st Floor, Shanta Sagar Complex, 2, near Hatkesh Society Road",શુભમ લેસર પ્રિન્ટિંગ & બાઇન્ડીંગ,4.3,https://www.google.com/maps/search/?api=1&query=Shubham%20Laser%20Printing%20%26%20Binding&query_place_id=ChIJ04pKNpCEXjkRijg1Fp53cTw,http://www.facebook.com/shubhamlaserprinting
Prakash Xerox,"G-16, Torrent Power, Sahajanand Avenue, Naranpura Rd, beside AEC Tower, AEC Char Rasta, Naranpura, Ahmedabad, Gujarat 380013, India",Print shop,,,,,,,,,,Print shop,6.49E+18,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqCDYj9kyV_-rKa6hE0Xw_vBl76LmBYDMXe5eQHUWHKXDTSnXLIvbyBmWXL61KTdfsKFHAgSGxJaa08hakftJuOtd7BWdK6nqagQG54TTqAFU0ZEyz_hE81O4CWYTfMxiYkcuwp=w408-h724-k-no,16,FALSE,23.052511,72.5494033,"AEC Char Rasta, Naranpura",,,,,,,,,,,,,,,FALSE,,,380013,49,14,13,1,0,0,0,Gujarat,"G-16, Torrent Power, Sahajanand Avenue, Naranpura Rd, beside AEC Tower",,4.9,https://www.google.com/maps/search/?api=1&query=Prakash%20Xerox&query_place_id=ChIJ4zTpfQCFXjkRb5Q16neEAFo,
