title,address,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,categories/6,categories/7,categories/8,categories/9,categoryName,cid,city,claimThisBusiness,countryCode,imageUrl,imagesCount,isAdvertisement,location/lat,location/lng,neighborhood,openingHours/0/day,openingHours/0/hours,openingHours/1/day,openingHours/1/hours,openingHours/2/day,openingHours/2/hours,openingHours/3/day,openingHours/3/hours,openingHours/4/day,openingHours/4/hours,openingHours/5/day,openingHours/5/hours,openingHours/6/day,openingHours/6/hours,permanentlyClosed,phone,phoneUnformatted,postalCode,rank,reviewsCount,reviewsDistribution/fiveStar,reviewsDistribution/fourStar,reviewsDistribution/oneStar,reviewsDistribution/threeStar,reviewsDistribution/twoStar,state,street,subTitle,totalScore,url,website
Star Xerox And Stationary,"Municipal Mini Stall, 8, opp. Rasulabad Road, nr. Mira Cinema, Pragati Society, P & T Colony, Maninagar, Ahmedabad, Gujarat 380008, India",Book store,,,,,,,,,,Book store,1.02E+19,Ahmedabad,FALSE,IN,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6u5HRnRq4bMM8cxrDdhhRw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=64.766655&pitch=0&thumbfov=100,1,FALSE,22.9964159,72.5934945,"Pragati Society, P & T Colony, Maninagar",,,,,,,,,,,,,,,FALSE,+91 95749 29846,9.20E+11,380008,35,0,,,,,,Gujarat,"Municipal Mini Stall, 8, opp. Rasulabad Road, nr. Mira Cinema",,,https://www.google.com/maps/search/?api=1&query=Star%20Xerox%20And%20Stationary&query_place_id=ChIJ3-xMet2FXjkR9K_tzyFO8Y0,
LINK XEROX,"Sumandir Bungalow, 50/45a, Bhairavnath Rd, Vallabhhwadi, Archana Society, Bhairavnath, Maninagar, Ahmedabad, Gujarat 380008, India",Print shop,,,,,,,,,,Print shop,6.06E+18,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq9WUvTdnxP10R9BLxFHhuXpc7RClWcNOUsajQqXGttePWetHjt25C4i-qx1xF-jAnXmaNUumz9rQuVsAzLjnord-Rp_6vm9RKrLg3JBVOT4sfZeq9bs4BJ9VHSXQF7diN_aMWr=w408-h544-k-no,7,FALSE,22.9951138,72.6009242,"Vallabhhwadi, Archana Society, Bhairavnath, Maninagar",,,,,,,,,,,,,,,FALSE,,,380008,36,2,2,0,0,0,0,Gujarat,"Sumandir Bungalow, 50/45a, Bhairavnath Rd",,5,https://www.google.com/maps/search/?api=1&query=LINK%20XEROX&query_place_id=ChIJ2841SOiFXjkRwqrQCscWJ1Q,
G I XEROX,"M S Public School Danilimda, 786 NR, nr. TOLL NAKA, Danilimda, Ahmedabad, Gujarat 380028, India",Store,,,,,,,,,,Store,1.54E+18,Ahmedabad,FALSE,IN,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2x_Xn-e_ris-7PnrQKqopw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=254.31749&pitch=0&thumbfov=100,1,FALSE,23.000232,72.5860326,Danilimda,,,,,,,,,,,,,,,FALSE,+91 99247 25570,9.20E+11,380028,37,0,,,,,,Gujarat,"M S Public School Danilimda, 786 NR, nr. TOLL NAKA",,,https://www.google.com/maps/search/?api=1&query=G%20I%20XEROX&query_place_id=ChIJjW_Yzr-FXjkRdAGL9RqeXBU,
Mahakali Xerox,"2HR8+4RM, Mahakali Xerox Sundhiya, Gam, Vadnagar, Gujarat 384355, India",Copy shop,Stationery store,,,,,,,,,Copy shop,1.36E+18,"Vadnagar, Ahmedabad",TRUE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npL8E6Cgd0JH8iua4BjLfeS1vQxWzAOutyY3cPJyuUKRNIITyMOlZo95i3LomZDQvYaEkAHhfCMy_Z_S2WLJfQHHg7dgeF5vWLbCFqu85vlQKmIpH2jdeqscFTMz-fO8KzB5tXGVQ=w408-h725-k-no,11,FALSE,23.0403463,72.5670557,"Gam, Sattar Taluka Society, Usmanpura",Monday,8 AM to 10 PM,Tuesday,8 AM to 10 PM,Wednesday,8 AM to 10 PM,Thursday,8 AM to 10 PM,Friday,8 AM to 10 PM,Saturday,8 AM to 10 PM,Sunday,8 AM to 10 PM,FALSE,+91 73591 05661,9.17E+11,384355,1,164,,,,,,Gujarat,"2HR8+4RM, Mahakali Xerox Sundhiya",,4.5,https://www.google.com/maps/search/?api=1&query=Mahakali%20Xerox&query_place_id=ChIJu78SbQeFXjkRbwFwUSXI4xI,
Radhe xerox,"2HR9+P3C, Ghanshyam Avenue, opp. C U Shah college, Sattar Taluka Society, Usmanpura, Ahmedabad, Gujarat 380014, India",Copy shop,,,,,,,,,,Copy shop,1.16E+19,Ahmedabad,TRUE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrB8EOonDewJbw7FNaNlY-e_H76LIVKkBnA2hVS80YxQCH5MslmTV7nz4UfYNyQaw-qn_hW7d1B5qaahbZi24KQL_ViJMkSLkqJLphAyBaqlYhTNwHWGpPJBSBQ_X6fgM4Kn10S=w408-h544-k-no,24,FALSE,23.0418178,72.5676383,"Sattar Taluka Society, Usmanpura",Monday,8 AM to 9 PM,Tuesday,8 AM to 9 PM,Wednesday,8 AM to 9 PM,Thursday,8 AM to 9 PM,Friday,8 AM to 9 PM,Saturday,8 AM to 9 PM,Sunday,8 AM to 9 PM,FALSE,+91 93288 88112,9.19E+11,380014,2,31,,,,,,Gujarat,"2HR9+P3C, Ghanshyam Avenue, opp. C U Shah college",રાધે ઝેરોક્સ,4.8,https://www.google.com/maps/search/?api=1&query=Radhe%20xerox&query_place_id=ChIJGTeMErKFXjkRK4-lml7ajqA,
Meet Xerox,"Auda Complex, Municipal Market, 39, Ashram Rd, Soni Ni Chal, Usmanpura, Ahmedabad, Gujarat 380014, India",Copy shop,Typing service,,,,,,,,,Copy shop,5.10E+18,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/p/AF1QipOBTNHx95Soj-YUQhHph5Z5btXg3CnwxzDQUSGz=w408-h543-k-no,7,FALSE,23.0453184,72.5710868,"Soni Ni Chal, Usmanpura",Monday,9 AM to 8 PM,Tuesday,9 AM to 8 PM,Wednesday,9 AM to 8 PM,Thursday,9 AM to 8 PM,Friday,9 AM to 8 PM,Saturday,9 AM to 8 PM,Sunday,Closed,FALSE,+91 99790 38192,9.20E+11,380014,3,20,,,,,,Gujarat,"Auda Complex, Municipal Market, 39, Ashram Rd",મિત ઝેરોક્સ,5,https://www.google.com/maps/search/?api=1&query=Meet%20Xerox&query_place_id=ChIJS_bP1WOEXjkRcoEbRFuZtUY,
Swastik Xerox,"Anupam Complex, Swastik Cross Road, Swastik Society Cross Rd, Swastik Society, Navrangpura, Ahmedabad, Gujarat 380009, India",Print shop,Copy shop,Pen store,,,,,,,,Print shop,1.08E+19,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/p/AF1QipPYunnKMLTgMsDDKckTSff9CawvSoh5X0_naea0=w427-h240-k-no,9,FALSE,23.037145,72.5602266,"Swastik Society, Navrangpura",Monday,10 AM to 8:30 PM,Tuesday,10 AM to 8:30 PM,Wednesday,10 AM to 8:30 PM,Thursday,10 AM to 8:30 PM,Friday,10 AM to 8:30 PM,Saturday,10 AM to 8:30 PM,Sunday,Closed,FALSE,+91 93759 46635,9.19E+11,380009,4,135,,,,,,Gujarat,"Anupam Complex, Swastik Cross Road, Swastik Society Cross Rd",,4,https://www.google.com/maps/search/?api=1&query=Swastik%20Xerox&query_place_id=ChIJc_wpOfOEXjkRAyrdBm1_RJU,
NAVRANG XEROX,"112, Samapann Complex, opposite Havmor Restaurant, Swastik Society, Navrangpura, Ahmedabad, Gujarat 380009, India",Print shop,,,,,,,,,,Print shop,1.12E+19,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/p/AF1QipMJbATlp0wLrrzHV6xA-txrUCs6vxqcdHOuXTFx=w408-h533-k-no,11,FALSE,23.0378266,72.5655353,"Swastik Society, Navrangpura",Monday,10 AM to 8 PM,Tuesday,10 AM to 8 PM,Wednesday,10 AM to 8 PM,Thursday,10 AM to 8 PM,Friday,10 AM to 8 PM,Saturday,10 AM to 8 PM,Sunday,Closed,FALSE,+91 98791 52329,9.20E+11,380009,5,10,,,,,,Gujarat,"112, Samapann Complex, opposite Havmor Restaurant",,4.6,https://www.google.com/maps/search/?api=1&query=NAVRANG%20XEROX&query_place_id=ChIJ4VEYXQeFXjkR_NMOAdUQxJo,
Morari Jumbo Xerox Centre,"5, Visharad Complex, Nehru Park, Gujarat High-court Lane, Navrangpura, Opposite Loha Bhavan, Navrangpura, Ahmedabad, Gujarat 380009, India",Copy shop,,,,,,,,,,Copy shop,2.53E+18,Ahmedabad,TRUE,IN,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=AOoAM7e2LcVdVVbDI7FUrw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=247.68869&pitch=0&thumbfov=100,1,FALSE,23.0388345,72.5678017,"Shreyas Colony, Navrangpura",Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,FALSE,+91 79 2752 2736,9.18E+11,380009,6,8,,,,,,Gujarat,"5, Visharad Complex, Nehru Park, Gujarat High-court Lane, Navrangpura, Opposite Loha Bhavan, Navrangpura",મોરારી જમ્બો ઝેરોક્સ સેન્ટર,4.1,https://www.google.com/maps/search/?api=1&query=Morari%20Jumbo%20Xerox%20Centre&query_place_id=ChIJW9Qi_1-EXjkRqvsSxD-GLSM,
OM XEROX & STATIONERY,"14, Golden Triangle Complex, near Mohanlal S. Mithaiwala, Chaitanya Nagar, Navrangpura, Ahmedabad, Gujarat 380009, India",Stationery store,,,,,,,,,,Stationery store,1.77E+19,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noij7l7QHkr4ppNN6h2DEhQ7eSOr-UQspZLaKojsatVI96QVfolpdWmkbl9s7rDSpsQQnYptEENGSMSmD8bj50rtryrSntDZbhjWFALc-2AuIvgK42mW2uIawDKOtKcO16MdWUZ=w408-h544-k-no,8,FALSE,23.04434,72.5616943,"Chaitanya Nagar, Navrangpura",Monday,9 AM to 8:15 PM,Tuesday,9 AM to 8:15 PM,Wednesday,9 AM to 8:15 PM,Thursday,9 AM to 8:15 PM,Friday,9 AM to 8:15 PM,Saturday,9 AM to 8:15 PM,Sunday,9 AM to 1 PM,FALSE,+91 93288 88113,9.19E+11,380009,7,4,,,,,,Gujarat,"14, Golden Triangle Complex, near Mohanlal S. Mithaiwala",,4.5,https://www.google.com/maps/search/?api=1&query=OM%20XEROX%20%26%20STATIONERY&query_place_id=ChIJlZbqkouEXjkR4LtKbkoRA_Y,
Urgent Thesis { Shree Krishna xerox },"Oxford Avenue, A-22, Ashram Rd, opp. Cu Shah Commerce College, Chaitanya Nagar, Navrangpura, Ahmedabad, Gujarat 380014, India",Print shop,,,,,,,,,,Print shop,1.42E+19,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nplD0mHdyFhGQPzQ40xMdUbpy_KQlklbknV41NXfYzHZW49NcumnHI74Ac5llhR0W70DuhQbEEuZUDtZWXgJeaQlWy3NVdzPIzMMXp8gBC9n7EKXZz60-Mcmp0a0aPHjgn0HU4j=w408-h723-k-no,22,FALSE,23.0421101,72.5683158,"Chaitanya Nagar, Navrangpura",Monday,9 AM to 9:30 PM,Tuesday,9 AM to 9:30 PM,Wednesday,9 AM to 9:30 PM,Thursday,9 AM to 9:30 PM,Friday,9 AM to 9:30 PM,Saturday,9 AM to 9:30 PM,Sunday,11 AM to 8:30 PM,FALSE,+91 99240 32032,9.20E+11,380014,8,14,,,,,,Gujarat,"Oxford Avenue, A-22, Ashram Rd, opp. Cu Shah Commerce College",,4.9,https://www.google.com/maps/search/?api=1&query=Urgent%20Thesis%20%7B%20Shree%20Krishna%20xerox%20%7D&query_place_id=ChIJ0xurko6EXjkReTvk-o4lnMU,
Patel Stationers & Xerox,"G F 1, Piyuraj Complex, Chimanlal Girdharlal Rd, Vasant Vihar, Navrangpura, Ahmedabad, Gujarat 380009, India",Copy shop,Computer store,Stationery store,Office supply store,,,,,,,Copy shop,1.37E+19,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqhWJy5HBm-REJUbJWexdOyUJqj0j4VTzNnF242DZLfMDKkIqGzE9EWUflWs_huJRbkVbXbWA0zOYDO6qj1WEqm86GRYquAr-GM9q5Jxbj6HovTjRCJRknCiHhx2Kp3BB2EjsuL=w408-h544-k-no,37,FALSE,23.0366758,72.5605382,"Vasant Vihar, Navrangpura",Monday,9:30 AM to 10:30 PM,Tuesday,9:30 AM to 10:30 PM,Wednesday,9:30 AM to 10:30 PM,Thursday,9:30 AM to 10:30 PM,Friday,9:30 AM to 10:30 PM,Saturday,9:30 AM to 10:30 PM,Sunday,Closed,FALSE,+91 94262 86695,9.19E+11,380009,9,38,,,,,,Gujarat,"G F 1, Piyuraj Complex, Chimanlal Girdharlal Rd",પટેલ સ્ટેશનર્સ & ઝેરોક્સ,3.3,https://www.google.com/maps/search/?api=1&query=Patel%20Stationers%20%26%20Xerox&query_place_id=ChIJmaIna_OEXjkRkd5dnfgb5r0,
SONAL XEROX,"Anupam-2 Swastik Char Rasta, B-2, Commerce College Rd, below Jain Dairy, opp. Fairdeal house, Navrangpura, Ahmedabad, Gujarat 380009, India",Print shop,Banner store,Commercial printer,Copy shop,Custom label printer,Lamination service,Map store,Offset printing service,Digital printing service,Vinyl sign shop,Print shop,7.58E+18,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqNr2ayXfmZv6bzhM3I40GJar6VgcCqLYd6kzviMVZ-mRVtCTd6twDLiCTj9QGFbcJV3wzoE_d6B97coPgPQNXOhKzauYV7WsWuOu34nhOt6ojMS2FATwVMrNIJcJhSUEwFMNs=w408-h306-k-no,11,FALSE,23.0372283,72.5600462,"Swastik Society, Navrangpura",Monday,10 AM to 8:30 PM,Tuesday,10 AM to 8:30 PM,Wednesday,10 AM to 8:30 PM,Thursday,10 AM to 8:30 PM,Friday,10 AM to 8:30 PM,Saturday,10 AM to 8:30 PM,Sunday,Closed,FALSE,+91 90167 38268,9.19E+11,380009,10,205,,,,,,Gujarat,"Anupam-2 Swastik Char Rasta, B-2, Commerce College Rd, below Jain Dairy, opp. Fairdeal house",સોનલ ઝેરોક્સ,4.6,https://www.google.com/maps/search/?api=1&query=SONAL%20XEROX&query_place_id=ChIJ6TxhOfOEXjkRgqHBlgSSQmk,
SONAL XEROX,"14/15, Swastik Super Market, Sales India Lane, 14/15, Ashram Rd, Navrangpura, Ahmedabad, Gujarat 380008, India",Copy shop,Commercial printer,Digital printer,Digital printing service,Print shop,,,,,,Copy shop,1.72E+19,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrlrx-D8acmkyeo9x49RJoCvn2RHk5V2-TLRE1K6rQN_Jt4dgjB9L0gjTnr0QrWj532yAXTWTal61wDOYeJB7RnPd2OBp0k4IQqbwfJI0fOqgK6jXqC1UtooLHjSh1QEK5fbUEy=w408-h272-k-no,27,FALSE,23.0369233,72.569172,"Shreyas Colony, Navrangpura",Monday,10 AM to 8:30 PM,Tuesday,10 AM to 8:30 PM,Wednesday,10 AM to 8:30 PM,Thursday,10 AM to 8:30 PM,Friday,10 AM to 8:30 PM,Saturday,10 AM to 8:30 PM,Sunday,Closed,FALSE,+91 98794 25285,9.20E+11,380008,11,92,,,,,,Gujarat,"14/15, Swastik Super Market, Sales India Lane, 14/15, Ashram Rd",સોનલ ઝેરોક્ષ,3.9,https://www.google.com/maps/search/?api=1&query=SONAL%20XEROX&query_place_id=ChIJewBWjfaEXjkRtoEmPi6b3-4,http://www.sonalxerox.com/
Krishna xerox,"Ajanta chamber, Income tax circle, opposite GUJARAT VIDYAPITH, Sattar Taluka Society, Usmanpura, Ahmedabad, Gujarat 380014, India",Print shop,,,,,,,,,,Print shop,8.15E+18,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/p/AF1QipNkVk8_utBxSpgH4CmFqEX9TL64ESgp87H-_K0O=w408-h544-k-no,3,FALSE,23.044255,72.5667497,"Sattar Taluka Society, Usmanpura",Monday,8:30 AM to 8 PM,Tuesday,8:30 AM to 8 PM,Wednesday,8:30 AM to 8 PM,Thursday,8:30 AM to 8 PM,Friday,8:30 AM to 8 PM,Saturday,8:30 AM to 8 PM,Sunday,8:30 AM to 2 PM,FALSE,+91 96244 42094,9.20E+11,380014,12,4,,,,,,Gujarat,"Ajanta chamber, Income tax circle, opposite GUJARAT VIDYAPITH",,5,https://www.google.com/maps/search/?api=1&query=Krishna%20xerox&query_place_id=ChIJS97VmKCFXjkRgwGHmD22DXE,
Khushboo Xerox,"G7,G7/A,C9, Liberty Complex, Swastik Society Cross Rd, Swastik Society, Navrangpura, Ahmedabad, Gujarat 380009, India",Print shop,,,,,,,,,,Print shop,9.86E+18,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/p/AF1QipOYLl1CrnYvZvWkt3vpU31McMKwDv0pVRZbPg2R=w408-h544-k-no,24,FALSE,23.0376399,72.5592686,"Swastik Society, Navrangpura",Monday,10 AM to 9 PM,Tuesday,10 AM to 9 PM,Wednesday,10 AM to 9 PM,Thursday,10 AM to 9 PM,Friday,10 AM to 9 PM,Saturday,10 AM to 9 PM,Sunday,11 AM to 2 PM,FALSE,+91 76005 03830,9.18E+11,380009,13,111,,,,,,Gujarat,"G7,G7/A,C9, Liberty Complex, Swastik Society Cross Rd",ખુશ્બૂ ઝેરોક્સ,4.3,https://www.google.com/maps/search/?api=1&query=Khushboo%20Xerox&query_place_id=ChIJX9otKnWFXjkR-IykARrm3Ig,
Hastmilap Xerox,"Sukhsagar Complex, Shop. 17 Ground Floor, Ashram Rd, Shanti Nagar, Usmanpura, Ahmedabad, Gujarat 380013, India",Print shop,,,,,,,,,,Print shop,1.13E+18,Ahmedabad,TRUE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqJkBKmzdkKKahBPxNqCcXOLRejbhyydMNVu77pIMVTLskuAutA9KT3gdKuoOXEenLWdGlHR-BKRpPNRpgKDtOqh8JVddwgAig_UAzK-Mg0Zi-Ocb-APEwhQMqClx3FGPyXnKD2oA=w408-h544-k-no,2,FALSE,23.0485827,72.5706363,"Shanti Nagar, Usmanpura",Monday,9 AM to 8:30 PM,Tuesday,9 AM to 8:30 PM,Wednesday,9 AM to 8:30 PM,Thursday,9 AM to 8:30 PM,Friday,9 AM to 8:30 PM,Saturday,9 AM to 8:30 PM,Sunday,Closed,FALSE,,,380013,14,2,,,,,,Gujarat,"Sukhsagar Complex, Shop. 17 Ground Floor, Ashram Rd",હસ્તમિલાપ ઝેરોક્સ,3,https://www.google.com/maps/search/?api=1&query=Hastmilap%20Xerox&query_place_id=ChIJb8AN9SKFXjkRfDS6Ffbqvg8,
VEERTI XEROX AND STATIONERY,"3,G/F, Narnarayan Complex, Navrangpura Rd, near Swastik Char Rasta, Swastik Society, Navrangpura, Ahmedabad, Gujarat 380009, India",Copy shop,Pen store,,,,,,,,,Copy shop,1.17E+19,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/p/AF1QipOqjIf8ipV3-Kk4SZ882QCwbMjyRoq3jy3pvZqV=w408-h306-k-no,45,FALSE,23.0362909,72.5622925,"Swastik Society, Navrangpura",Monday,9:30 AM to 9 PM,Tuesday,9:30 AM to 9 PM,Wednesday,9:30 AM to 9 PM,Thursday,9:30 AM to 9 PM,Friday,9:30 AM to 9 PM,Saturday,9:30 AM to 9 PM,Sunday,10 AM to 4 PM,FALSE,+91 98250 53503,9.20E+11,380009,15,92,,,,,,Gujarat,"3,G/F, Narnarayan Complex, Navrangpura Rd, near Swastik Char Rasta",,4.4,https://www.google.com/maps/search/?api=1&query=VEERTI%20XEROX%20AND%20STATIONERY&query_place_id=ChIJR4ozm_SEXjkRBlRlE86YbaI,
Star Xerox,"22, AUDA Office, Soni Ni Chal, Usmanpura, Ahmedabad, Gujarat 380014, India",Copy shop,Store,,,,,,,,,Copy shop,9.59E+18,Ahmedabad,TRUE,IN,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QkiJyWcE1IJKpfexbIB9xA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=88.910736&pitch=0&thumbfov=100,1,FALSE,23.0455078,72.5705535,"Soni Ni Chal, Usmanpura",,,,,,,,,,,,,,,FALSE,+91 98982 53080,9.20E+11,380014,16,2,,,,,,Gujarat,"22, AUDA Office",,4,https://www.google.com/maps/search/?api=1&query=Star%20Xerox&query_place_id=ChIJ70Mkpe2FXjkRGpuZKi9tDYU,
Vijay Xerox,"National Chamber, Ashram Rd, near City Gold Cinema, Shreyas Colony, Navrangpura, Ahmedabad, Gujarat 380007, India",Copy shop,,,,,,,,,,Copy shop,3.77E+18,Ahmedabad,FALSE,IN,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jAYIcrMI_6GkAxR01SM1rQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=264.7921&pitch=0&thumbfov=100,1,FALSE,23.0378369,72.5690414,"Shreyas Colony, Navrangpura",,,,,,,,,,,,,,,FALSE,+91 79 2657 4506,9.18E+11,380007,17,2,,,,,,Gujarat,"National Chamber, Ashram Rd, near City Gold Cinema",વિજય ઝેરોક્સ,1.5,https://www.google.com/maps/search/?api=1&query=Vijay%20Xerox&query_place_id=ChIJ_9cleXeEXjkRMbXix_6fQzQ,
Harish Duplicators (Rubber Stamp & Xerox Store),"Siddharth Complex, 2-3/A, Ashram Rd, near Dinesh Hall, Shreyas Colony, Navrangpura, Ahmedabad, Gujarat 380009, India",Print shop,Lamination service,Rubber stamp store,,,,,,,,Print shop,1.09E+18,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/p/AF1QipM7GFhbYfv_wttsYv19dMJnSwhTz2Q33vyIX3Gq=w420-h240-k-no,19,FALSE,23.0398643,72.5705957,"Shreyas Colony, Navrangpura",Monday,9:30 AM to 7 PM,Tuesday,9:30 AM to 7 PM,Wednesday,9:30 AM to 7 PM,Thursday,9:30 AM to 7 PM,Friday,9:30 AM to 7 PM,Saturday,9:30 AM to 7 PM,Sunday,Closed,FALSE,+91 99133 70932,9.20E+11,380009,18,10,,,,,,Gujarat,"Siddharth Complex, 2-3/A, Ashram Rd, near Dinesh Hall",,4.6,https://www.google.com/maps/search/?api=1&query=Harish%20Duplicators%20(Rubber%20Stamp%20%26%20Xerox%20Store)&query_place_id=ChIJef_Z51-EXjkR6p9tOXXaJg8,
raj xerox,"Raj xerox, stadium, Commerce Six Rd, nr. Hotel Simba, nr. Ahmedabad, Income Tax, Navarangpura Gam, Navrangpura, Ahmedabad, Gujarat 380009, India",General store,,,,,,,,,,General store,8.06E+18,Ahmedabad,FALSE,IN,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zRXbsDLxTX-s4g50700rSw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=274.12012&pitch=0&thumbfov=100,1,FALSE,23.0398262,72.5661761,"Income Tax, Navarangpura Gam, Navrangpura",,,,,,,,,,,,,,,FALSE,+91 97238 48605,9.20E+11,380009,19,2,,,,,,Gujarat,"Raj xerox, stadium, Commerce Six Rd, nr. Hotel Simba, nr. Ahmedabad",,4,https://www.google.com/maps/search/?api=1&query=raj%20xerox&query_place_id=ChIJC7Yy0IyFXjkRfbdCdLoj3G8,
"Radhe Graphics and Printing, Naranpura, Ahmedabad I Xerox, Offset printer, Visiting Card, Brochure, envelope, flyer printing","FF-5, Char Rasta, Shopping Villa, nr. Super Bazar, Sundar Nagar, Naranpura, Ahmedabad, Gujarat 380013, India",Print shop,Digital printer,Graphic designer,Offset printing service,Screen printer,Sticker manufacturer,,,,,Print shop,5.35E+18,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/p/AF1QipM1VViaaoPyjqRNnQx2Z6f2t0BzHIOULJSsJiJD=w426-h240-k-no,96,FALSE,23.0525735,72.560073,"Sundar Nagar, Naranpura",Monday,10 AM to 8:30 PM,Tuesday,10 AM to 8:30 PM,Wednesday,10 AM to 8:30 PM,Thursday,10 AM to 8:30 PM,Friday,10 AM to 8:30 PM,Saturday,10 AM to 8:30 PM,Sunday,Closed,FALSE,+91 98257 44288,9.20E+11,380013,20,31,,,,,,Gujarat,"FF-5, Char Rasta, Shopping Villa, nr. Super Bazar",રાધે ગ્રાફિક્સ અને પ્રિન્ટિંગ,4.9,https://www.google.com/maps/search/?api=1&query=Radhe%20Graphics%20and%20Printing%2C%20Naranpura%2C%20Ahmedabad%20I%20Xerox%2C%20Offset%20printer%2C%20Visiting%20Card%2C%20Brochure%2C%20envelope%2C%20flyer%20printing&query_place_id=ChIJq6qqqp2EXjkRHQIrP7lYPUo,
Navrang Xerox And Stationary,"17, Nirav Complex, nr, Navrang Cir, Rangupavan Society, Sardar Patel Colony, Sundar Nagar, Naranpura, Ahmedabad, Gujarat 380013, India",Store,,,,,,,,,,Store,1.61E+19,Ahmedabad,TRUE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noyQOKK4be08GFIZbbFFnJQBICwuv3UzHNUQpVsWBU5E6KKAAsQkkjDZ8uhberDiJR3FJSRAHbpqroRwWCVyufcJLYynpfPXMAkKUrU58xXfP8cPsRTvQLXclevEG3q-uucg0kaSQ=w408-h306-k-no,2,FALSE,23.0483494,72.5571066,"Rangupavan Society, Sardar Patel Colony, Sundar Nagar, Naranpura",Monday,10 AM to 9 PM,Tuesday,10 AM to 9 PM,Wednesday,10 AM to 9 PM,Thursday,10 AM to 9 PM,Friday,10 AM to 9 PM,Saturday,10 AM to 9 PM,Sunday,Closed,FALSE,,,380013,26,5,5,0,0,0,0,Gujarat,"17, Nirav Complex, nr, Navrang Cir",નવરંગ ઝેરોક્સ એન્ડ સ્ટેશનરી,5,https://www.google.com/maps/search/?api=1&query=Navrang%20Xerox%20And%20Stationary&query_place_id=ChIJY2vLj3SFXjkRjvhfKNQq994,
Gautam Copy Centre,"10, Harsiddh Chambers, Ashram Rd, near Income Tax, next to Oshwal Restaurant, Usmanpura, Ahmedabad, Gujarat 380014, India",Print shop,Commercial printer,Digital printer,Digital printing service,Lamination service,,,,,,Print shop,1.44E+19,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqD29xHIg3BUSGQWXpNSPXQak2XFCE15TVcWzYgJxKKSFVXmpp7CKnmfqn0pmwH4y8t6S88KpLB-BxFVfNhi_14dNgKQhkIGVqQkqteb8wEw5pb2LDnYEYUCgJ7blzfpr0UOts=w426-h240-k-no,11,FALSE,23.0416067,72.5697619,Usmanpura,Monday,9 AM to 9 PM,Tuesday,9 AM to 9 PM,Wednesday,9 AM to 9 PM,Thursday,9 AM to 9 PM,Friday,9 AM to 9 PM,Saturday,9 AM to 9 PM,Sunday,9 AM to 9 PM,FALSE,,,380014,28,9,6,1,1,1,0,Gujarat,"10, Harsiddh Chambers, Ashram Rd, near Income Tax, next to Oshwal Restaurant",ગૌતમ કૉપિ કેન્દ્ર,4.2,https://www.google.com/maps/search/?api=1&query=Gautam%20Copy%20Centre&query_place_id=ChIJlx53RWCEXjkRTjAcIixMp8c,
